1699521048958,1699521048975,17
1699521049039,1699521049042,3
1699521049134,1699521049137,3
1699521049136,1699521049139,3
1699521049236,1699521049241,5
1699521049236,1699521049241,5
1699521049338,1699521049342,4
1699521049337,1699521049342,5
1699521049337,1699521049342,5
1699521049433,1699521049437,4
1699521049435,1699521049438,3
1699521049440,1699521049441,1
1699521049538,1699521049540,2
1699521049538,1699521049540,2
1699521049538,1699521049541,3
1699521049538,1699521049541,3
1699521049637,1699521049640,3
1699521049638,1699521049640,2
1699521049638,1699521049641,3
1699521049638,1699521049641,3
1699521049736,1699521049740,4
1699521049737,1699521049742,5
1699521049737,1699521049742,5
1699521049741,1699521049743,2
1699521049742,1699521049744,2
1699521049842,1699521049855,13
1699521049853,1699521049856,3
1699521049842,1699521049856,14
1699521049846,1699521049856,10
1699521049847,1699521049857,10
1699521049942,1699521049944,2
1699521049942,1699521049944,2
1699521049941,1699521049944,3
1699521049941,1699521049944,3
1699521049941,1699521049944,3
1699521050038,1699521050041,3
1699521050139,1699521050144,5
1699521050139,1699521050144,5
1699521050139,1699521050145,6
1699521050142,1699521050145,3
1699521050143,1699521050146,3
1699521050236,1699521050241,5
1699521050237,1699521050241,4
1699521050238,1699521050241,3
1699521050239,1699521050244,5
1699521050239,1699521050244,5
1699521050335,1699521050339,4
1699521050338,1699521050343,5
1699521050340,1699521050343,3
1699521050341,1699521050344,3
1699521050343,1699521050345,2
1699521050438,1699521050441,3
1699521050439,1699521050442,3
1699521050439,1699521050442,3
1699521050439,1699521050443,4
1699521050440,1699521050444,4
1699521050541,1699521050542,1
1699521050541,1699521050542,1
1699521050541,1699521050542,1
1699521050541,1699521050542,1
1699521050541,1699521050542,1
1699521050638,1699521050641,3
1699521050638,1699521050641,3
1699521050638,1699521050641,3
1699521050640,1699521050643,3
1699521050644,1699521050649,5
1699521050737,1699521050742,5
1699521050737,1699521050742,5
1699521050741,1699521050743,2
1699521050741,1699521050743,2
1699521050743,1699521050744,1
1699521050836,1699521050838,2
1699521050837,1699521050839,2
1699521050837,1699521050839,2
1699521050840,1699521050842,2
1699521050845,1699521050848,3
1699521050936,1699521050940,4
1699521050939,1699521050960,21
1699521050939,1699521050960,21
1699521050941,1699521050961,20
1699521050958,1699521050961,3
1699521051037,1699521051040,3
1699521051037,1699521051040,3
1699521051037,1699521051040,3
1699521051135,1699521051139,4
1699521051137,1699521051140,3
1699521051138,1699521051140,2
1699521051139,1699521051141,2
1699521051144,1699521051145,1
1699521051237,1699521051241,4
1699521051237,1699521051241,4
1699521051237,1699521051241,4
1699521051241,1699521051246,5
1699521051243,1699521051248,5
1699521051338,1699521051340,2
1699521051336,1699521051340,4
1699521051338,1699521051340,2
1699521051338,1699521051340,2
1699521051343,1699521051345,2
1699521051437,1699521051439,2
1699521051436,1699521051439,3
1699521051437,1699521051439,2
1699521051438,1699521051441,3
1699521051444,1699521051447,3
1699521051538,1699521051543,5
1699521051539,1699521051543,4
1699521051539,1699521051544,5
1699521051539,1699521051544,5
1699521051538,1699521051544,6
1699521051635,1699521051636,1
1699521051635,1699521051636,1
1699521051639,1699521051640,1
1699521051639,1699521051640,1
1699521051639,1699521051640,1
1699521051734,1699521051735,1
1699521051734,1699521051735,1
1699521051734,1699521051735,1
1699521051735,1699521051736,1
1699521051738,1699521051738,0
1699521051835,1699521051837,2
1699521051837,1699521051838,1
1699521051837,1699521051838,1
1699521051838,1699521051839,1
1699521051839,1699521051841,2
1699521051939,1699521051943,4
1699521051936,1699521051944,8
1699521051941,1699521051945,4
1699521051941,1699521051945,4
1699521051942,1699521051950,8
1699521052037,1699521052039,2
1699521052037,1699521052039,2
1699521052036,1699521052039,3
1699521052036,1699521052039,3
1699521052136,1699521052138,2
1699521052139,1699521052141,2
1699521052138,1699521052142,4
1699521052145,1699521052146,1
1699521052145,1699521052146,1
1699521052237,1699521052238,1
1699521052237,1699521052238,1
1699521052237,1699521052238,1
1699521052239,1699521052239,0
1699521052242,1699521052243,1
1699521052336,1699521052338,2
1699521052338,1699521052339,1
1699521052338,1699521052339,1
1699521052340,1699521052341,1
1699521052340,1699521052341,1
1699521052437,1699521052439,2
1699521052441,1699521052443,2
1699521052441,1699521052443,2
1699521052441,1699521052443,2
1699521052441,1699521052444,3
1699521052540,1699521052543,3
1699521052538,1699521052543,5
1699521052542,1699521052544,2
1699521052542,1699521052544,2
1699521052542,1699521052544,2
1699521052637,1699521052640,3
1699521052637,1699521052640,3
1699521052637,1699521052640,3
1699521052640,1699521052643,3
1699521052643,1699521052647,4
1699521052736,1699521052740,4
1699521052738,1699521052740,2
1699521052738,1699521052740,2
1699521052738,1699521052740,2
1699521052743,1699521052745,2
1699521052837,1699521052840,3
1699521052839,1699521052840,1
1699521052838,1699521052841,3
1699521052842,1699521052850,8
1699521052849,1699521052851,2
1699521052937,1699521052941,4
1699521052937,1699521052942,5
1699521052940,1699521052942,2
1699521052940,1699521052943,3
1699521052941,1699521052943,2
1699521053038,1699521053042,4
1699521053038,1699521053042,4
1699521053038,1699521053042,4
1699521053138,1699521053143,5
1699521053138,1699521053143,5
1699521053141,1699521053143,2
1699521053141,1699521053143,2
1699521053141,1699521053144,3
1699521053237,1699521053241,4
1699521053238,1699521053241,3
1699521053237,1699521053241,4
1699521053239,1699521053243,4
1699521053239,1699521053243,4
1699521053338,1699521053341,3
1699521053337,1699521053341,4
1699521053340,1699521053343,3
1699521053340,1699521053343,3
1699521053342,1699521053345,3
1699521053436,1699521053439,3
1699521053438,1699521053441,3
1699521053438,1699521053442,4
1699521053440,1699521053443,3
1699521053441,1699521053443,2
1699521053537,1699521053540,3
1699521053537,1699521053540,3
1699521053539,1699521053542,3
1699521053539,1699521053543,4
1699521053542,1699521053543,1
1699521053637,1699521053652,15
1699521053639,1699521053652,13
1699521053639,1699521053653,14
1699521053638,1699521053653,15
1699521053639,1699521053653,14
1699521053738,1699521053743,5
1699521053737,1699521053743,6
1699521053737,1699521053743,6
1699521053741,1699521053744,3
1699521053739,1699521053744,5
1699521053837,1699521053840,3
1699521053837,1699521053841,4
1699521053839,1699521053843,4
1699521053842,1699521053844,2
1699521053842,1699521053848,6
1699521053940,1699521053942,2
1699521053937,1699521053942,5
1699521053940,1699521053942,2
1699521053940,1699521053942,2
1699521053941,1699521053943,2
1699521054036,1699521054038,2
1699521054037,1699521054040,3
1699521054134,1699521054137,3
1699521054137,1699521054144,7
1699521054138,1699521054148,10
1699521054139,1699521054150,11
1699521054139,1699521054152,13
1699521054237,1699521054241,4
1699521054239,1699521054241,2
1699521054238,1699521054241,3
1699521054237,1699521054241,4
1699521054241,1699521054244,3
1699521054335,1699521054339,4
1699521054334,1699521054339,5
1699521054339,1699521054341,2
1699521054339,1699521054341,2
1699521054341,1699521054342,1
1699521054437,1699521054440,3
1699521054437,1699521054440,3
1699521054440,1699521054444,4
1699521054442,1699521054444,2
1699521054442,1699521054445,3
1699521054534,1699521054537,3
1699521054537,1699521054539,2
1699521054538,1699521054540,2
1699521054540,1699521054541,1
1699521054540,1699521054541,1
1699521054639,1699521054640,1
1699521054639,1699521054641,2
1699521054638,1699521054641,3
1699521054639,1699521054642,3
1699521054642,1699521054643,1
1699521054732,1699521054736,4
1699521054735,1699521054740,5
1699521054735,1699521054740,5
1699521054739,1699521054741,2
1699521054739,1699521054741,2
1699521054832,1699521054834,2
1699521054834,1699521054836,2
1699521054837,1699521054840,3
1699521054839,1699521054841,2
1699521054839,1699521054841,2
1699521054934,1699521054936,2
1699521054934,1699521054937,3
1699521054937,1699521054940,3
1699521054939,1699521054942,3
1699521054939,1699521054942,3
1699521055034,1699521055037,3
1699521055037,1699521055039,2
1699521055037,1699521055039,2
1699521055038,1699521055040,2
1699521055038,1699521055040,2
1699521055135,1699521055142,7
1699521055139,1699521055143,4
1699521055141,1699521055143,2
1699521055141,1699521055143,2
1699521055141,1699521055143,2
1699521055239,1699521055241,2
1699521055240,1699521055241,1
1699521055239,1699521055241,2
1699521055239,1699521055241,2
1699521055239,1699521055241,2
1699521055336,1699521055342,6
1699521055337,1699521055342,5
1699521055341,1699521055346,5
1699521055341,1699521055349,8
1699521055339,1699521055349,10
1699521055436,1699521055438,2
1699521055437,1699521055438,1
1699521055436,1699521055438,2
1699521055437,1699521055439,2
1699521055440,1699521055442,2
1699521055536,1699521055540,4
1699521055536,1699521055540,4
1699521055540,1699521055541,1
1699521055539,1699521055541,2
1699521055539,1699521055541,2
1699521055637,1699521055640,3
1699521055637,1699521055640,3
1699521055637,1699521055640,3
1699521055638,1699521055640,2
1699521055658,1699521055660,2
1699521055740,1699521055743,3
1699521055737,1699521055743,6
1699521055737,1699521055743,6
1699521055740,1699521055743,3
1699521055740,1699521055744,4
1699521055838,1699521055841,3
